budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,sentiment_score,profit,hit,release_month,roi,is_big_budget,popularity_bin,main_genre,overview
24000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20697,en,Ready to Rumble,3.113009,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]",4/7/2000,12372410,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ready to Rumble,4.7,49,0.5,-11627590,0,4,-0.484482917,0,0,Action,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.
24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20761,en,Play It to the Bone,5.566203,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",12/25/1999,8434146,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Play It to the Bone,5.7,53,0.005,-15565854,0,12,-0.64857725,0,1,Comedy,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas."
24000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",70868,en,I Don't Know How She Does It,8.630825,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",9/16/2011,30551495,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",I Don't Know How She Does It,5,141,0,6551495,1,9,0.272978958,0,1,Romance,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids."
24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",43593,en,Piranha 3D,23.343839,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Chako Film Company"", ""id"": 7332}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}, {""name"": ""Aja / Levasseur Productions"", ""id"": 22596}]",8/20/2010,83188165,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Piranha 3D,5.3,581,0.051573427,59188165,1,8,2.466173542,0,2,Comedy,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria."
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6478,en,Beyond the Sea,6.138213,"[{""name"": ""Lionsgate"", ""id"": 1632}]",12/17/2004,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Beyond the Sea,6.5,55,0.5875,-23000000,0,12,-1,0,1,Drama,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy."
24000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",40688,en,Meet the Deedles,2.353441,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",3/27/1998,4562146,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Meet the Deedles,4.1,19,0,-19437854,0,3,-0.809910583,0,0,Animation,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.
28000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",26672,en,The Thief and the Cobbler,2.439184,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Allied Filmmakers"", ""id"": 1755}, {""name"": ""Richard Williams Productions"", ""id"": 6045}]",9/23/1993,669276,72,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Thief and the Cobbler,6.8,26,0.075,-27330724,0,9,-0.976097286,0,0,Adventure,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be ... nameless."
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",45881,en,The Bridge of San Luis Rey,0.515677,[],1/1/2004,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Bridge of San Luis Rey,5.4,15,-0.1,0,0,1,0,0,0,Romance,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928."
24000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",41283,en,Faster,26.324874,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""State Street Pictures"", ""id"": 3356}, {""name"": ""CBS Films"", ""id"": 5490}]",11/23/2010,23081726,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Faster,6.1,568,-0.071428571,-918274,0,11,-0.038261417,0,2,Crime,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens."
24000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",4935,ja,ハウルの動く城,49.549984,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Buena Vista Home Entertainment"", ""id"": 11200}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""d-rights"", ""id"": 12518}, {""name"": ""Tohokushinsha Film Corporation"", ""id"": 74952}]",11/19/2004,234710455,119,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Howl's Moving Castle,8.2,1991,-0.116666667,210710455,1,11,8.779602292,0,3,Fantasy,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home."
23600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",19908,en,Zombieland,57.300674,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]",10/7/2009,102391382,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Zombieland,7.2,3550,0.043888889,78791382,1,10,3.338617881,0,3,Comedy,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other."
23000000,"[{'id': 35, 'name': 'Comedy'}]",10663,en,The Waterboy,23.839127,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",11/6/1998,185991646,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Waterboy,5.9,512,-0.166666667,162991646,1,11,7.086593304,0,2,Comedy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.
18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1891,en,The Empire Strikes Back,78.51783,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",5/17/1980,538400000,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Empire Strikes Back,8.2,5879,-0.12,520400000,1,5,28.91111111,0,3,Adventure,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
19000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9737,en,Bad Boys,33.872182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]",4/7/1995,141407024,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bad Boys,6.5,1699,0.091666667,122407024,1,4,6.442474947,0,3,Action,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other."
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",37137,en,The Naked Gun 2½: The Smell of Fear,27.33256,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",6/28/1991,86930411,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Naked Gun 2½: The Smell of Fear,6.6,546,0,63930411,1,6,2.779583087,0,2,Comedy,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business."
23000000,"[{'id': 27, 'name': 'Horror'}]",9532,en,Final Destination,38.799596,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}]",3/16/2000,53302314,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Final Destination,6.4,1378,-0.385185185,30302314,1,3,1.317491913,0,3,Horror,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
12500000,"[{'id': 18, 'name': 'Drama'}]",10316,en,The Ides of March,20.317469,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Crystal City Entertainment"", ""id"": 9018}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]",9/24/2011,75993061,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ides of March,6.5,910,-0.0625,63493061,1,9,5.07944488,0,2,Drama,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.
23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2787,en,Pitch Black,18.493202,"[{""name"": ""Interscope Communications"", ""id"": 10201}]",2/18/2000,53187659,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pitch Black,6.7,1789,-0.085,30187659,1,2,1.312506913,0,2,Thriller,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light."
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12658,en,Someone Like You...,7.901891,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",3/30/2001,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Someone Like You...,6,118,-0.025,-23000000,0,3,-1,0,1,Comedy,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",152601,en,Her,53.682367,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]",12/18/2013,47351251,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Her,7.9,4097,0.15625,24351251,1,12,1.058750043,0,3,Romance,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all."
23000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",10866,en,Joy Ride,11.183197,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Bad Robot"", ""id"": 11461}]",10/5/2001,36642838,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Joy Ride,6.3,325,-0.087878788,13642838,1,10,0.59316687,0,1,Mystery,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer."
25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",227707,en,The Adventurer: The Curse of the Midas Box,8.842722,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Afrodita Audiovisual, A.I.E."", ""id"": 10069}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Telef\u00f3nica Producciones"", ""id"": 16742}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Entertainment Motion Pictures"", ""id"": 20386}, {""name"": ""Cinema One"", ""id"": 49252}, {""name"": ""Nix Films"", ""id"": 53195}, {""name"": ""International Pictures Two"", ""id"": 66897}, {""name"": ""Cronos Entertainment AIE"", ""id"": 66899}]",12/5/2013,6399,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Adventurer: The Curse of the Midas Box,5.1,73,-0.188194444,-24993601,0,12,-0.99974404,0,1,Fantasy,"17-year-old Mariah Mundi's life is turned upside down when his parents vanish and his younger brother is kidnapped. Following a trail of clues to the darkly majestic Prince Regent Hotel, Mariah discovers a hidden realm of child-stealing monsters, deadly secrets and a long-lost artifact that grants limitless wealth – but also devastating supernatural power. With the fate of his world, and his family at stake, Mariah will risk everything to unravel the Curse of the Midas Box."
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21349,en,Anywhere But Here,8.976738,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}]",11/12/1999,18653615,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Anywhere But Here,5.9,66,-0.094489796,-4346385,0,11,-0.188973261,0,1,Drama,"In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways."
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",19150,en,The Crew,2.634119,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",8/21/2000,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Crew,6.4,11,0,0,0,8,0,0,0,Action,Four retired mobsters plan one last crime to save their retirement home.
23000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",70435,en,Haywire,26.257951,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Relativity Media"", ""id"": 7295}]",11/6/2011,33372606,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Haywire,5.6,505,0.150833333,10372606,1,11,0.45098287,0,2,Action,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive."
23000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",580,en,Jaws: The Revenge,12.777008,"[{""name"": ""Universal Pictures"", ""id"": 33}]",7/17/1987,51881013,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jaws: The Revenge,3.5,224,0.206060606,28881013,1,7,1.255696217,0,1,Adventure,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives."
0,"[{'id': 18, 'name': 'Drama'}]",9819,en,Marvin's Room,6.130231,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Tribeca Productions"", ""id"": 11391}]",12/18/1996,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Marvin's Room,6.6,124,0,0,0,12,0,0,1,Drama,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",13579,en,The Longshots,4.030724,"[{""name"": ""Cube Vision"", ""id"": 2780}]",8/22/2008,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Longshots,6.5,11,0.2,0,0,8,0,0,0,Drama,"The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history."
23000000,"[{'id': 18, 'name': 'Drama'}]",20024,en,The End of the Affair,6.921263,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",12/3/1999,10827816,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The End of the Affair,6.6,55,0.2375,-12172184,0,12,-0.529225391,0,1,Drama,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed."
23000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2453,en,Harley Davidson and the Marlboro Man,12.869436,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Krisjair"", ""id"": 22058}, {""name"": ""Laredo"", ""id"": 22059}]",8/23/1991,7434726,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harley Davidson and the Marlboro Man,6.1,82,-0.133333333,-15565274,0,8,-0.676751043,0,1,Action,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure."
23000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6973,en,In the Valley of Elah,15.676123,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Samuels Media"", ""id"": 2089}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",8/31/2007,29541790,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",In the Valley of Elah,6.6,261,-0.2,6541790,1,8,0.284425652,0,2,History,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11156,fr,Coco avant Chanel,8.426589,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Haut et Court"", ""id"": 726}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Soficapital"", ""id"": 11247}, {""name"": ""France 2 (FR2)"", ""id"": 11359}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Cofinova 5"", ""id"": 12053}, {""name"": ""Films Distribution"", ""id"": 20881}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}]",4/22/2009,0,110,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Coco Before Chanel,6.6,246,0.033333333,0,0,4,0,0,1,Drama,"2009 biopic about the early life of Coco Chanel. Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar both. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing."
11000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",354110,en,Forsaken,11.071522,"[{""name"": ""Minds Eye Entertainment"", ""id"": 8583}, {""name"": ""Panacea Entertainment"", ""id"": 13680}, {""name"": ""Moving Pictures Media"", ""id"": 21012}]",9/16/2015,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Forsaken,5.8,101,0,-11000000,0,9,-1,0,1,Western,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer."
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",22215,en,Chéri,5.494047,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Bill Kenwright Films"", ""id"": 7058}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""National Lottery through UK Film Council"", ""id"": 20456}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Cine Productions"", ""id"": 30298}, {""name"": ""MMC Studios"", ""id"": 30299}, {""name"": ""Tiggy Films"", ""id"": 30300}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}, {""name"": ""Cheri Productions"", ""id"": 30302}, {""name"": ""Erste MMC-Production"", ""id"": 30303}]",2/10/2009,9366227,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Cheri,5.9,56,-0.04375,-13633773,0,2,-0.592772739,0,1,Drama,"A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted."
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11632,en,Vanity Fair,6.618149,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Focus Features"", ""id"": 10146}]",9/1/2004,16123851,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Vanity Fair,5.5,73,0.116153846,-6876149,0,9,-0.298963,0,1,Drama,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",30596,cn,十月圍城,7.876883,"[{""name"": ""China Film Group Corporation"", ""id"": 2270}]",12/18/2009,5837674,139,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Bodyguards and Assassins,6.5,57,0,-17162326,0,12,-0.746188087,0,1,Drama,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks."
25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3021,en,1408,35.169779,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Dimension Films"", ""id"": 7405}]",7/12/2007,94679598,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",1408,6.5,1343,0.55,69679598,1,7,2.78718392,0,3,Horror,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
